"company_name","cat_id","cat_name","entity","records","state","org_id","date","source","type"
"Community Mercy Health Partners",28,"Discharge Data","MED",2000,"Ohio",200001581,2015-04-27,"US Department of Health and Human Services","DISC"
"CEMEX, Inc.",28,"Discharge Data","MED",880,"Texas",200001582,2015-04-27,"US Department of Health and Human Services","HACK"
"Saint Agnes Health Care, Inc.",28,"Discharge Data","MED",24967,"Maryland",200001578,2015-04-24,"US Department of Health and Human Services","HACK"
"Seton Family of Hospitals",28,"Discharge Data","MED",39000,"Texas",200001579,2015-04-24,"US Department of Health and Human Services","HACK"
"Wellmont Health System",28,"Discharge Data","MED",1726,"Tennessee",200001580,2015-04-24,"US Department of Health and Human Services","PHYS"
"Stater Brothers Market",17,"Payer (Insurer)","BSO",0,"California",200000338,2015-04-24,"California Attorney General","HACK"
"CompuNet Clinical Laboratories",28,"Discharge Data","MED",2584,"Ohio",200001577,2015-04-23,"US Department of Health and Human Services","PHYS"
"Puerto Rico Department of Heatlh - Medicaid Program",23,"Public Health","MED",500,"",200001576,2015-04-22,"US Department of Health and Human Services","PHYS"
"Jersey City Medical Center",29,"Researcher","MED",1447,"New Jersey",200001575,2015-04-17,"US Department of Health and Human Services","DISC"
"American Sleep Medicine",28,"Discharge Data","MED",1787,"California",200001574,2015-04-16,"US Department of Health and Human Services","PHYS"
"Concordia Plan Services on behalf of the Concordia Health Plan",17,"Payer (Insurer)","MED",12500,"Missouri",200001573,2015-04-16,"US Department of Health and Human Services","HACK"
"American Sleep Medicine",18,"Physician, Hospital","MED",0,"California",200000337,2015-04-16,"California Attorney General","PORT"
"Damariscotta County Sherrifs Department",51,"Social Services","GOV",0,"Maine",200000321,2015-04-14,"Media","HACK"
"Suburban Lung Associates",28,"Discharge Data","MED",2984,"Illinois",200001572,2015-04-13,"US Department of Health and Human Services","DISC"
"Homebridge (formerly In-Home Supportive Services)",47,"Home Health","MED",0,"California",200000335,2015-04-13,"California Attorney General","HACK"
"Stanislaus Surgical Hospital",18,"Physician, Hospital","MED",0,"California",200000333,2015-04-13,"California Attorney General","UNKN"
"Grapevine Police Departments",23,"Public Health","GOV",0,"Texas",200000322,2015-04-13,"Media","HACK"
"St.Vincent Medical Group, Inc.",28,"Discharge Data","MED",756,"Indiana",200001570,2015-04-10,"US Department of Health and Human Services","HACK"
"New York State Office of Mental Health",28,"Discharge Data","MED",563,"New York",200001571,2015-04-10,"US Department of Health and Human Services","PHYS"
"Kellog & Andelson Global Management",6,"Life Insurance Company","BSF",0,"California",200000332,2015-04-10,"California Attorney General","HACK"
"HSBC Finance Corporation",17,"Payer (Insurer)","BSF",0,"Florida",200000331,2015-04-10,"California Attorney General","DISC"
"University of California, Riverside Graduate Division offices",29,"Researcher","EDU",0,"California",200000329,2015-04-10,"California Attorney General","PORT"
"International Union of Operating Engineers Local Unions 181, 320 & TVA Health and Welfare Trust Fund",28,"Discharge Data","MED",5440,"Kentucky",200001568,2015-04-09,"US Department of Health and Human Services","HACK"
"Denton County Health Department",28,"Discharge Data","MED",874,"Texas",200001569,2015-04-09,"US Department of Health and Human Services","DISC"
"AT&T",17,"Payer (Insurer)","BSO",280000,"Texas",200000319,2015-04-08,"Media","INSD"
"ADT LLC Group Health & Welfare Plan",28,"Discharge Data","MED",3074,"Florida",200001567,2015-04-07,"US Department of Health and Human Services","HACK"
"Allina Health",28,"Discharge Data","MED",838,"Minnesota",200001566,2015-04-06,"US Department of Health and Human Services","DISC"
"Tulare County Health and Human Services",23,"Public Health","GOV",845,"California",200000328,2015-04-06,"California Attorney General","DISC"
"Children's Heart Center",28,"Discharge Data","MED",8791,"Nevada",200001562,2015-04-03,"US Department of Health and Human Services","DISC"
"Health Plan sponsored by Covenant Ministries of Benevolance",28,"Discharge Data","MED",782,"Illinois",200001563,2015-04-03,"US Department of Health and Human Services","HACK"
"SUPERVALU Group Health Plan",28,"Discharge Data","MED",10946,"Minnesota",200001564,2015-04-03,"US Department of Health and Human Services","HACK"
"Elizabeth Kerner, M.D.",28,"Discharge Data","MED",873,"Texas",200001565,2015-04-03,"US Department of Health and Human Services","DISC"
"Microsoft/Xbox One",17,"Payer (Insurer)","BSO",11266,"Washington",200000313,2015-04-03,"Media","HACK"
"VA Eastern Colorado Health Care System(ECHCS)",28,"Discharge Data","MED",508,"Colorado",200001554,2015-04-02,"US Department of Health and Human Services","DISC"
"Cigna-HealthSpring",28,"Discharge Data","MED",862,"Tennessee",200001555,2015-04-02,"US Department of Health and Human Services","DISC"
"Schaeffler Group USA",28,"Discharge Data","MED",550,"South Carolina",200001556,2015-04-02,"US Department of Health and Human Services","HACK"
"PIH Health Hospital - Whittier",28,"Discharge Data","MED",826,"California",200001557,2015-04-02,"US Department of Health and Human Services","PHYS"
"CDC/NIOSH World Trade Center Health Program (WTCHP)",28,"Discharge Data","MED",958,"Georgia",200001558,2015-04-02,"US Department of Health and Human Services","DISC"
"City of Philadelphia Fire Department Emergency Medical Services Unit",28,"Discharge Data","MED",81463,"Pennsylvania",200001559,2015-04-02,"US Department of Health and Human Services","DISC"
"Western Montana Clinic",28,"Discharge Data","MED",7038,"Montana",200001560,2015-04-02,"US Department of Health and Human Services","HACK"
"Tulare County Health & Human Services Agency",28,"Discharge Data","MED",845,"California",200001561,2015-04-02,"US Department of Health and Human Services","DISC"
"Intuit",6,"Life Insurance Company","BSF",0,"California",200000334,2015-04-02,"California Attorney General","UNKN"
"SRI, Inc.",17,"Payer (Insurer)","BSO",0,"Virginia",200000327,2015-04-02,"California Attorney General","HACK"
"California Department of Business Oversight",23,"Public Health","GOV",0,"California",200000326,2015-04-02,"California Attorney General","DISC"
"Triple S Advantage, Inc",23,"Public Health","MED",1458,"Puerto Rico",200001553,2015-03-31,"US Department of Health and Human Services","DISC"
"New",28,"Discharge Data","MED",500,"Florida",200001551,2015-03-27,"US Department of Health and Human Services","HACK"
"Project Vida Health Center",28,"Discharge Data","MED",7700,"Texas",200001552,2015-03-27,"US Department of Health and Human Services","PHYS"
"7-Eleven, Inc. Comprehensive Welfare Benefits Plan No. 525",28,"Discharge Data","MED",1688,"Texas",200001550,2015-03-25,"US Department of Health and Human Services","HACK"
"Freelancers Insurance Company",28,"Discharge Data","MED",43068,"New York",200001547,2015-03-24,"US Department of Health and Human Services","HACK"
"Pediatric Associates",28,"Discharge Data","MED",627,"Florida",200001548,2015-03-24,"US Department of Health and Human Services","PHYS"
"McDermott Will & Emery LLP is the plan sponsor for the McDermott medical plan",17,"Payer (Insurer)","MED",880,"Illinois",200001549,2015-03-24,"US Department of Health and Human Services","HACK"
"AT&T Group Health Plan",28,"Discharge Data","MED",50000,"Texas",200001546,2015-03-23,"US Department of Health and Human Services","HACK"
"Community Health Network",28,"Discharge Data","MED",650,"Indiana",200001542,2015-03-20,"US Department of Health and Human Services","PHYS"
"Life Care Center of Attleboro",28,"Discharge Data","MED",2473,"Massachusetts",200001545,2015-03-20,"US Department of Health and Human Services","PHYS"
"Career Education Corporation",28,"Discharge Data","MED",2743,"Illinois",200001540,2015-03-19,"US Department of Health and Human Services","HACK"
"Kane Hall Barry Neurology",28,"Discharge Data","MED",600,"Texas",200001541,2015-03-19,"US Department of Health and Human Services","PHYS"
"Advantage Consolidated LLC",28,"Discharge Data","MED",151626,"Oregon",200001539,2015-03-18,"US Department of Health and Human Services","HACK"
"Blue Cross Blue Shield of Michigan ",17,"Payer (Insurer)","MED",3903,"Michigan",200001538,2015-03-17,"US Department of Health and Human Services","PHYS"
"Advantage Dental",46,"Dental and Vision","MED",151626,"Washington",200000302,2015-03-16,"Media","HACK"
"Bistro Burger",15,"Employer","BSO",0,"California",200000303,2015-03-16,"Media","HACK"
"Apple America Group LLC",17,"Payer (Insurer)","BSF",0,"Ohio",200000311,2015-03-16,"Massachusetts Attorney General","PORT"
"Sacred Heart Health System, Inc.",23,"Public Health","MED",14177,"Florida",200001536,2015-03-16,"US Department of Health and Human Services","HACK"
"Anthem, Inc. Affiliated Covered Entity",28,"Discharge Data","MED",78800000,"Indiana",200001534,2015-03-13,"US Department of Health and Human Services","HACK"
"EyeCare of Bartlesville",28,"Discharge Data","MED",4000,"Oklahoma",200001535,2015-03-13,"US Department of Health and Human Services","HACK"
"EyeCare of Bartlesville",23,"Public Health","MED",4000,"Oklahoma",200000661,2015-03-13,"Government Agency","HACK"
"Virginia Department of Medical Assistance Services",23,"Public Health","MED",697586,"Virginia",200000660,2015-03-12,"Government Agency","HACK"
"Virginia Department of Medical Assistance Services (VA-DMAS)",23,"Public Health","MED",697586,"Virginia",200001533,2015-03-12,"US Department of Health and Human Services","HACK"
"Dr. Anthony T. R. Green DDS",28,"Discharge Data","MED",7448,"New York",200001532,2015-03-11,"US Department of Health and Human Services","DISC"
"Dr. Anthony T.R. Green DDS",23,"Public Health","MED",7448,"New York",200000659,2015-03-11,"Government Agency","DISC"
"Inland Empire Health Plan/Children's Eyewear Sight",17,"Payer (Insurer)","MED",0,"California",200000531,2015-03-09,"California Attorney General","STAT"
"Valley COmmunity Healthcare",28,"Discharge Data","MED",1233,"California",200001529,2015-03-06,"US Department of Health and Human Services","PHYS"
"Indiana State Medical Association",28,"Discharge Data","MED",38351,"Indiana",200001530,2015-03-06,"US Department of Health and Human Services","PHYS"
"San Franciso General Hospital and Trauma Center",28,"Discharge Data","MED",2500,"California",200001531,2015-03-06,"US Department of Health and Human Services","PHYS"
"Valley Community Healthcare",23,"Public Health","MED",1233,"California",200000654,2015-03-06,"Government Agency","PORT"
"Indiana State Medical Association",23,"Public Health","MED",38351,"Indiana",200000657,2015-03-06,"Government Agency","PORT"
"San Francisco General Hospital and Trauma Center",23,"Public Health","MED",2500,"California",200000658,2015-03-06,"Government Agency","PHYS"
"Mosaic Medical",28,"Discharge Data","MED",2207,"Oregon",200000655,2015-03-05,"Government Agency","PHYS"
"St. Mary's Health",28,"Discharge Data","MED",3952,"Indiana",200001526,2015-03-05,"US Department of Health and Human Services","HACK"
"Mosaic Medical",28,"Discharge Data","MED",2207,"Oregon",200001527,2015-03-05,"US Department of Health and Human Services","DISC"
"Sharon J. Jones M.D.",28,"Discharge Data","MED",1342,"California",200001528,2015-03-05,"US Department of Health and Human Services","PHYS"
"St. Mary's Health",23,"Public Health","MED",3952,"Indiana",200000652,2015-03-05,"Government Agency","HACK"
"Sharon J. Jones M.D.",23,"Public Health","MED",1342,"California",200000653,2015-03-05,"Government Agency","PHYS"
"Mandarin Oriental Hotel Group",22,"Law Firms","BSO",0,"New York",200000296,2015-03-04,"Krebs On Security","HACK"
"Clinical Reference Laboratory",24,"Clinical Lab","MED",4668,"Kansas",200000656,2015-03-03,"Government Agency","DISC"
"Clinical Reference Laboratory, Inc.",28,"Discharge Data","MED",4668,"Kansas",200001525,2015-03-03,"US Department of Health and Human Services","PHYS"
"Pioneer Bank ",6,"Life Insurance Company","BSF",0,"New York",200000304,2015-03-03,"Media","PORT"
"Toys ""R"" Us",17,"Payer (Insurer)","BSR",0,"New Jersey",200000295,2015-03-03,"Media","HACK"
"Advance Rehabilitation & Consulting LTD",28,"Discharge Data","MED",570,"Georgia",200001523,2015-03-02,"US Department of Health and Human Services","HACK"
"Natural Grocers",17,"Payer (Insurer)","BSR",0,"Colorado",200000297,2015-03-02,"Krebs On Security","HACK"
"Piedmont Advantage Credit Union",17,"Payer (Insurer)","BSF",0,"North Carolina",200000305,2015-03-02,"Media","PORT"
"Advance Rehabilitation & Consulting LTD",23,"Public Health","MED",570,"Georgia",200000650,2015-03-02,"Government Agency","HACK"
"Georgia Department of Community Health",23,"Public Health","MED",557779,"Georgia",200000651,2015-03-02,"Government Agency","HACK"
"Georgia Department of Community Health ",23,"Public Health","MED",355127,"Georgia",200001524,2015-03-02,"US Department of Health and Human Services","HACK"
"Amedisys",28,"Discharge Data","MED",6909,"Louisiana",200001522,2015-03-01,"US Department of Health and Human Services","DISC"
"Amedisys",23,"Public Health","MED",6909,"Louisiana",200000649,2015-03-01,"Government Agency","HACK"
"St.Vincent Hospital and Health Care Center, Inc.",28,"Discharge Data","MED",63325,"Indiana",200001519,2015-02-27,"US Department of Health and Human Services","DISC"
"Uber Technologies Inc. ",17,"Payer (Insurer)","BSO",50000,"California",200000301,2015-02-27,"Media","HACK"
"Bulk Reef Supply",17,"Payer (Insurer)","BSO",0,"Minnesota",200000306,2015-02-27,"Media","HACK"
"Aventura Hospital and Medical Center",18,"Physician, Hospital","MED",686,"Florida",200001521,2015-02-27,"US Department of Health and Human Services","DISC"
"St. Vincent Hospital and Health Care Center Inc. ",23,"Public Health","MED",63325,"Indiana",200000646,2015-02-27,"Government Agency","DISC"
"Cathrine Steinborn, DDS",23,"Public Health","MED",3224,"California",200000647,2015-02-27,"Government Agency","PORT"
"Aventura Hospital and Medical Center",23,"Public Health","MED",686,"Florida",200000648,2015-02-27,"Government Agency","HACK"
"Cathrine Steinborn, DDS",23,"Public Health","MED",3224,"California",200001520,2015-02-27,"US Department of Health and Human Services","PHYS"
"Raymond Mark Turner, M.D.",28,"Discharge Data","MED",2153,"Nevada",200001518,2015-02-26,"US Department of Health and Human Services","PHYS"
"Raymond Mark Turner, M.D.",23,"Public Health","MED",2153,"Nevada",200000645,2015-02-26,"Government Agency","PORT"
"Lime Crime",17,"Payer (Insurer)","BSO",0,"New York",200000307,2015-02-25,"Media","HACK"
"Cathrine Steinborn, Dentist",46,"Dental and Vision","MED",0,"California",200000308,2015-02-24,"Media","PORT"
"Children's National Medical Center",28,"Discharge Data","MED",18000,"District Of Columbia",200001517,2015-02-24,"US Department of Health and Human Services","HACK"
"Lone Star Circle of Care",17,"Payer (Insurer)","BSO",8700,"Texas",200000309,2015-02-23,"Media","DISC"
"Marketing Clique",28,"Discharge Data","MED",8700,"Texas",200001516,2015-02-20,"US Department of Health and Human Services","DISC"
"American Apparel, Inc. ",17,"Payer (Insurer)","MED",0,"California",200000318,2015-02-20,"California Attorney General","PORT"
"Marketing Clique",23,"Public Health","MED",8700,"Texas",200000637,2015-02-20,"","DISC"
"Hunt Regional Medical Partners",28,"Discharge Data","MED",3000,"Texas",200001515,2015-02-18,"US Department of Health and Human Services","DISC"
"The Office of Jeb Bush",17,"Payer (Insurer)","BSO",12000,"Florida",200000294,2015-02-18,"Media","DISC"
"Escondido Union School District",52,"Education","EDU",0,"California",200000312,2015-02-17,"Media","PORT"
"Anthem (Working file)",28,"Discharge Data","MED",0,"Indiana",200001514,2015-02-13,"US Department of Health and Human Services","HACK"
"Liberty Tax Services",17,"Payer (Insurer)","BSF",0,"California",200000315,2015-02-13,"California Attorney General","PORT"
"Pathway to Hope",28,"Discharge Data","MED",600,"Florida",200001513,2015-02-12,"US Department of Health and Human Services","DISC"
"Big Fish Games",17,"Payer (Insurer)","BSR",0,"Washington",200000316,2015-02-12,"California Attorney General","HACK"
"Courier Corporation of Hawaii",28,"Discharge Data","MED",2809,"Hawaii",200001512,2015-02-11,"US Department of Health and Human Services","PHYS"
"Haywood County NC",28,"Discharge Data","MED",955,"North Carolina",200000614,2015-02-09,"Government Agency","STAT"
"Tomas, Arturo",28,"Discharge Data","MED",680,"Illinois",200001510,2015-02-09,"US Department of Health and Human Services","PHYS"
"Haywood County NC",28,"Discharge Data","MED",955,"North Carolina",200001511,2015-02-09,"US Department of Health and Human Services","PHYS"
"Dr. Arturo Tomas",18,"Physician, Hospital","MED",680,"Illinois",200000610,2015-02-09,"Government Agency","PHYS"
"Senior Health Partners, a Healthfirst company",28,"Discharge Data","MED",2772,"New York",200001509,2015-02-06,"US Department of Health and Human Services","PHYS"
"Planned Parenthood Southwest Ohio",24,"Clinical Lab","MED",5000,"Ohio",200000597,2015-02-05,"Government Agency","DISC"
"Planned Parenthood Southwest Ohio",28,"Discharge Data","MED",5000,"Ohio",200001508,2015-02-05,"US Department of Health and Human Services","PHYS"
"Anthem",17,"Payer (Insurer)","BSF",8e+07,"Indiana",200000293,2015-02-05,"Media","HACK"
"South Sunflower County Hospital",28,"Discharge Data","MED",19000,"Mississippi",200001507,2015-02-04,"US Department of Health and Human Services","PHYS"
"South Sunflower County Hospital",18,"Physician, Hospital","MED",19000,"Mississippi",200000596,2015-02-04,"Government Agency","DISC"
"Boston Baskin Cancer Foundation",28,"Discharge Data","MED",56694,"Tennessee",200001506,2015-02-02,"US Department of Health and Human Services","PHYS"
"Boston Baskin Cancer Foundation",18,"Physician, Hospital","MED",56694,"Tennessee",200000595,2015-02-02,"Government Agency","PORT"
"CitiStorage",22,"Law Firms","BSO",0,"New York",200000402,2015-02-01,"Media","PHYS"
"UMass Memorial Medical Group, Inc.",28,"Discharge Data","MED",14100,"Massachusetts",200001505,2015-01-30,"US Department of Health and Human Services","PHYS"
"CICS Employment Services, Inc",17,"Payer (Insurer)","BSO",0,"Oregon",200000289,2015-01-30,"California Attorney General","HACK"
"Phoenix House Foundation Inc. ",17,"Payer (Insurer)","BSO",0,"New York",200000314,2015-01-30,"California Attorney General","HACK"
"David E. Hansen DDS PS ",28,"Discharge Data","MED",2000,"Washington",200001501,2015-01-29,"US Department of Health and Human Services","PHYS"
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",28,"Discharge Data","MED",630,"Maryland",200001502,2015-01-29,"US Department of Health and Human Services","DISC"
"Riverside County Regional Medical Center",28,"Discharge Data","MED",7925,"California",200001503,2015-01-29,"US Department of Health and Human Services","PHYS"
"North Dallas Urogynecology, PLLC.",28,"Discharge Data","MED",678,"Texas",200001504,2015-01-29,"US Department of Health and Human Services","PHYS"
"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",17,"Payer (Insurer)","MED",630,"Maryland",200000525,2015-01-29,"Government Agency","DISC"
"Riverside County Regional Medical Center",18,"Physician, Hospital","MED",7925,"California",200000526,2015-01-29,"California Attorney General","PORT"
"North Dallas Urogynecology",18,"Physician, Hospital","MED",678,"Texas",200000527,2015-01-29,"Government Agency","PORT"
"David E. Hansen DDS PS",23,"Public Health","MED",2000,"Washington",200000524,2015-01-29,"Government Agency","PORT"
"Diana S. Guth DBA Home Respiratory Care",28,"Discharge Data","MED",1285,"California",200001500,2015-01-28,"US Department of Health and Human Services","DISC"
"St. Peter's Health Partners",28,"Discharge Data","MED",5117,"New York",200001497,2015-01-23,"US Department of Health and Human Services","PHYS"
"Ronald D. Garrett-Roe, MD",28,"Discharge Data","MED",1600,"Texas",200001498,2015-01-23,"US Department of Health and Human Services","HACK"
"Diana S. Guth DBA Home Respiratory Care",47,"Home Health","MED",1285,"California",200000523,2015-01-23,"Government Agency","DISC"
"California Pacific Medical Center/Sutter Health",18,"Physician, Hospital","MED",844,"California",200000292,2015-01-23,"California Attorney General","INSD"
"Ronald D. Garrett-Roe MD",18,"Physician, Hospital","MED",1600,"Texas",200000521,2015-01-23,"Government Agency","HACK"
"California Pacific Medical Center",18,"Physician, Hospital","MED",858,"California",200000522,2015-01-23,"Government Agency","INSD"
"St. Peter's Health Parnters",23,"Public Health","MED",5117,"New York",200000520,2015-01-23,"Government Agency","PORT"
"California Pacific Medical Center ",23,"Public Health","MED",845,"California",200001499,2015-01-23,"US Department of Health and Human Services","DISC"
"Sunglo Home Health Services",18,"Physician, Hospital","MED",0,"Texas",200000286,2015-01-21,"Media","PORT"
"Mount Pleasant School District",29,"Researcher","EDU",915,"Texas",200000287,2015-01-21,"Media","HACK"
"Rainier Surgical, Incorporated",28,"Discharge Data","MED",4920,"Texas",200001496,2015-01-16,"US Department of Health and Human Services","PHYS"
"Grill Parts.com",17,"Payer (Insurer)","BSR",0,"California",200000290,2015-01-16,"California Attorney General","HACK"
"Rainier Surgical, Incorporated",18,"Physician, Hospital","MED",4920,"Texas",200000519,2015-01-16,"Government Agency","PHYS"
"National Pain Institute",28,"Discharge Data","MED",500,"Florida",200000518,2015-01-15,"Government Agency","PHYS"
"National Pain Institute",28,"Discharge Data","MED",500,"Florida",200001495,2015-01-15,"US Department of Health and Human Services","PHYS"
"Oppenheimer Funds",6,"Life Insurance Company","BSF",0,"Colorado",200000291,2015-01-15,"California Attorney General","DISC"
"University Hospitals",29,"Researcher","MED",833,"Ohio",200001494,2015-01-15,"US Department of Health and Human Services","DISC"
"Tennessee Rural Health Improvement Association",28,"Discharge Data","MED",79000,"Tennessee",200001493,2015-01-13,"US Department of Health and Human Services","DISC"
"Children's Eyewear Sight",28,"Discharge Data","MED",1030,"California",200001492,2015-01-12,"US Department of Health and Human Services","PHYS"
"Tennessee Rural Health Improvement Association",23,"Public Health","MED",1030,"California",200000517,2015-01-12,"Government Agency","PHYS"
"VA Corporate Data Center Operations/Austin Information Technology Center ",28,"Discharge Data","MED",7029,"Texas",200001489,2015-01-07,"US Department of Health and Human Services","HACK"
"Saint Louis County Department of Health",28,"Discharge Data","MED",4000,"Missouri",200001490,2015-01-07,"US Department of Health and Human Services","DISC"
"Aspire Indiana, Inc.",28,"Discharge Data","MED",43890,"Indiana",200001491,2015-01-07,"US Department of Health and Human Services","PHYS"
"Lokai",17,"Payer (Insurer)","BSO",0,"New York",200000282,2015-01-07,"California Attorney General","HACK"
"Saint Louis County Department of Health",23,"Public Health","MED",4000,"Missouri",200000514,2015-01-07,"Government Agency","HACK"
"VA Corporate Data Center Operations/Austin Information Technology Center",29,"Researcher","MED",7029,"Texas",200000516,2015-01-07,"Government Agency","HACK"
"NVIDIA Corporation",17,"Payer (Insurer)","BSO",0,"California",200000278,2015-01-06,"California Attorney General","HACK"
"mdINR LLC",28,"Discharge Data","MED",1859,"Florida",200001488,2015-01-05,"US Department of Health and Human Services","DISC"
"Morgan Stanley",44,"Personal Transport","BSF",350000,"New York",200000383,2015-01-05,"Media","INSD"
"mdlNR LLC",23,"Public Health","MED",1859,"Florida",200000510,2015-01-05,"Government Agency","HACK"
"Chic-Fil-A",17,"Payer (Insurer)","BSO",0,"Georgia",200000283,2015-01-02,"Media","HACK"
"United Airlines",17,"Payer (Insurer)","BSO",0,"Illinois",200000300,2015-01-01,"California Attorney General","HACK"
"Summit Financial Group",17,"Payer (Insurer)","BSF",662,"California",200000344,2015-01-01,"California Attorney General","DISC"
"Fast Forward Academy",29,"Researcher","EDU",0,"Florida",200000299,2015-01-01,"","HACK"
"La Jolla Group, Inc.",5,"Clearing House","MED",28,"Maryland",200002254,2014-12-31,"Maryland Attorney General","HACK"
"Park 'N Fly",28,"Discharge Data","MED",0,"Maryland",200002253,2014-12-31,"Maryland Attorney General","HACK"
"La Jolla Group",17,"Payer (Insurer)","BSO",0,"California",200000298,2014-12-31,"California Attorney General","HACK"
"Murali Menon, Privacy Manager Breach",28,"Discharge Data","MED",0,"California",200001487,2014-12-30,"US Department of Health and Human Services","PHYS"
"LeapLab",49,"Debt Collection","BSO",0,"Arizona",200000317,2014-12-29,"Krebs On Security","INSD"
"Independence Blue Cross and AmeriHealth New Jersey ",28,"Discharge Data","MED",12450,"Pennsylvania",200001486,2014-12-26,"US Department of Health and Human Services","PHYS"
"Six Red Marbles",28,"Discharge Data","MED",41,"Maryland",200002235,2014-12-26,"US Department of Health and Human Services","DISC"
"Allianz Life Insurance Company of North America",6,"Life Insurance Company","MED",5,"Maryland",200002233,2014-12-26,"Maryland Attorney General","DISC"
"Sony PlayStation",17,"Payer (Insurer)","BSO",0,"New York",200000274,2014-12-26,"Krebs On Security","HACK"
"Microsoft xBox",17,"Payer (Insurer)","BSO",0,"Washington",200000275,2014-12-26,"Krebs On Security","HACK"
"Physicians Skin and Weight Systems",18,"Physician, Hospital","MED",0,"California",200000288,2014-12-26,"California Attorney General","PORT"
"Lokai Holdings LLC",28,"Discharge Data","MED",1847,"Maryland",200002252,2014-12-24,"US Department of Health and Human Services","HACK"
"Corday Productions, Inc.",15,"Employer","BSO",0,"California",200000281,2014-12-24,"California Attorney General","HACK"
"Corday Productions, Inc.",15,"Employer","MED",2,"Maryland",200002251,2014-12-24,"US Department of Health and Human Services","HACK"
"Boersma Bros.LLC/dba DutchWear",17,"Payer (Insurer)","BSR",0,"Oregon",200000284,2014-12-24,"California Attorney General","HACK"
"Northwestern Memorial HealthCare",28,"Discharge Data","MED",0,"Illinois",200001485,2014-12-23,"US Department of Health and Human Services","HACK"
"Public Architecture/theonepercent.org",22,"Law Firms","BSO",0,"California",200000280,2014-12-23,"California Attorney General","HACK"
"Transamerica Premier Life Insurance Company",6,"Life Insurance Company","MED",1,"Maryland",200002234,2014-12-23,"Maryland Attorney General","DISC"
"Rob Kirby, CPA",17,"Payer (Insurer)","BSO",0,"California",200000279,2014-12-23,"California Attorney General","PORT"
"Mercy Medical Center Redding - Oncology Clinic, Privacy Manager Breach",28,"Discharge Data","MED",0,"California",200001484,2014-12-22,"US Department of Health and Human Services","HACK"
"Azusa Pacific University",29,"Researcher","MED",2,"Maryland",200002250,2014-12-22,"US Department of Health and Human Services","PHYS"
"BolderImage Company",5,"Clearing House","MED",4,"Maryland",200002249,2014-12-20,"Maryland Attorney General","HACK"
"Pediatric Gastroenterology Consultants",28,"Discharge Data","MED",5000,"Colorado",200001482,2014-12-19,"US Department of Health and Human Services","PHYS"
"The Corvallis Clinic, P.C.",28,"Discharge Data","MED",41000,"Oregon",200001483,2014-12-19,"US Department of Health and Human Services","PHYS"
"Staples, Inc.",28,"Discharge Data","MED",0,"Maryland",200002248,2014-12-19,"Maryland Attorney General","HACK"
"Novo Nordisk Inc.",28,"Discharge Data","MED",3,"Maryland",200002236,2014-12-18,"US Department of Health and Human Services","DISC"
"ID Parts, LLC",28,"Discharge Data","MED",375,"Maryland",200002246,2014-12-18,"US Department of Health and Human Services","HACK"
"Dutch Bros. Coffee",28,"Discharge Data","MED",18,"Maryland",200002247,2014-12-18,"US Department of Health and Human Services","HACK"
"KeyPoint Government Solutions",17,"Payer (Insurer)","BSO",48439,"Virginia",200000343,2014-12-18,"Media","HACK"
"Ascena Retail Group, Inc.",28,"Discharge Data","MED",0,"Maryland",200002245,2014-12-17,"US Department of Health and Human Services","DISC"
"Apple Leisure Group and AMResorts",5,"Clearing House","MED",27,"Maryland",200002244,2014-12-15,"Maryland Attorney General","HACK"
"Walgreen Co.",28,"Discharge Data","MED",160000,"Illinois",200001481,2014-12-15,"US Department of Health and Human Services","UNKN"
"Point Loma Nazarene University",29,"Researcher","MED",2,"Maryland",200002243,2014-12-15,"Maryland Attorney General","HACK"
"District Medical Group, Privacy Manager Breach",28,"Discharge Data","MED",616,"Arizona",200001478,2014-12-12,"US Department of Health and Human Services","DISC"
"Clay County Hospital",28,"Discharge Data","MED",7,"Maryland",200001479,2014-12-12,"Maryland Attorney General","HACK"
"St. Mary Mercy Hospital",28,"Discharge Data","MED",1488,"Michigan",200001480,2014-12-12,"US Department of Health and Human Services","DISC"
"Sony Pictures Entertainment",28,"Discharge Data","MED",45,"Maryland",200002240,2014-12-12,"US Department of Health and Human Services","HACK"
"Acosta Sales and Marketing",17,"Payer (Insurer)","BSO",0,"Florida",200000272,2014-12-12,"California Attorney General","PORT"
"Sony Pictures Entertainment Health and Welfare Benefits Plan (the Plan)",17,"Payer (Insurer)","MED",30000,"California",200001477,2014-12-12,"US Department of Health and Human Services","HACK"
"University of California Berkeley",29,"Researcher","EDU",0,"California",200000273,2014-12-12,"California Attorney General","HACK"
"Highlands Cashier Hospital",28,"Discharge Data","MED",0,"North Carolina",200001476,2014-12-11,"US Department of Health and Human Services","DISC"
"Emcor Services Mesa Energy Systems",17,"Payer (Insurer)","BSO",0,"California",200000270,2014-12-11,"California Attorney General","PORT"
"ABM Parking Services",17,"Payer (Insurer)","BSO",0,"Missouri",200000271,2014-12-11,"California Attorney General","HACK"
"Mosaic Sales SOlutions US Operating Co. LLC",23,"Public Health","MED",3477,"Maryland",200002242,2014-12-11,"US Department of Health and Human Services","PHYS"
